geometry,code,obec,počet obyv.
"{""type"":""Polygon"",""coordinates"":[[[14.55457,49.531918],[14.565353,49.51626],[14.578513,49.509808],[14.581365,49.489846],[14.561998,49.475478],[14.580278,49.471864],[14.58305,49.458467],[14.583071,49.453761],[14.575651,49.455112],[14.565951,49.448233],[14.555952,49.447735],[14.541186,49.453756],[14.537768,49.440976],[14.523482,49.441909],[14.518613,49.447551],[14.497943,49.449389],[14.48885,49.440516],[14.473105,49.444822],[14.46146,49.461301],[14.473178,49.459332],[14.475134,49.468872],[14.48915,49.479532],[14.494592,49.488928],[14.490822,49.495313],[14.50029,49.500037],[14.507581,49.514421],[14.520905,49.52013],[14.5072,49.52797],[14.498892,49.541407],[14.510441,49.544598],[14.510834,49.538212],[14.522503,49.534294],[14.534801,49.537006],[14.55457,49.531918]]]}",552534,Jistebnice,2 027
"{""type"":""Polygon"",""coordinates"":[[[18.135225,49.728129],[18.110408,49.734016],[18.101844,49.739134],[18.106203,49.747999],[18.103546,49.756308],[18.112299,49.766311],[18.133092,49.763481],[18.144533,49.76502],[18.154073,49.765505],[18.160406,49.758714],[18.175232,49.758697],[18.177441,49.750183],[18.159661,49.740784],[18.158912,49.737266],[18.141411,49.729238],[18.135225,49.728129]]]}",599506,Jistebník,1 626
"{""type"":""Polygon"",""coordinates"":[[[15.740795,49.677302],[15.744804,49.660823],[15.739815,49.656358],[15.750278,49.646902],[15.734235,49.655563],[15.71539,49.652854],[15.708903,49.660279],[15.721699,49.665583],[15.720662,49.668903],[15.732932,49.677447],[15.740795,49.677302]]]}",546216,Jitkov,236
"{""type"":""Polygon"",""coordinates"":[[[13.824534,49.799955],[13.836035,49.806528],[13.849489,49.805418],[13.844672,49.784135],[13.858059,49.783151],[13.844698,49.777247],[13.84278,49.783639],[13.834334,49.782128],[13.824794,49.786661],[13.819058,49.794494],[13.824534,49.799955]]]}",531308,Jivina (BE),194
"{""type"":""Polygon"",""coordinates"":[[[14.938557,50.563839],[14.952101,50.56393],[14.965014,50.553633],[14.962839,50.546529],[14.959464,50.536676],[14.946005,50.539191],[14.938333,50.54499],[14.934764,50.54921],[14.930671,50.558733],[14.938557,50.563839]]]}",535974,Jivina (MB),485
"{""type"":""Polygon"",""coordinates"":[[[16.108669,50.528432],[16.097419,50.527365],[16.084946,50.539534],[16.067657,50.542029],[16.083495,50.557453],[16.072192,50.566131],[16.077182,50.57157],[16.083343,50.574539],[16.059098,50.580806],[16.06119,50.592801],[16.07198,50.593817],[16.0641,50.602517],[16.065573,50.61108],[16.075358,50.6135],[16.083329,50.609683],[16.093354,50.611342],[16.107914,50.60386],[16.120943,50.602478],[16.114686,50.597588],[16.119862,50.590685],[16.113123,50.579634],[16.124197,50.571318],[16.13463,50.569747],[16.129663,50.565125],[16.137533,50.555945],[16.138818,50.551321],[16.127916,50.55101],[16.129274,50.542001],[16.117003,50.538464],[16.129201,50.535506],[16.108669,50.528432]]]}",579378,Jívka,576
"{""type"":""Polygon"",""coordinates"":[[[14.584666,48.990344],[14.579197,48.982881],[14.573119,48.982369],[14.565138,48.989948],[14.548896,48.991692],[14.555481,49.000408],[14.564049,49.012336],[14.573017,49.016923],[14.589234,49.009425],[14.580919,49.006543],[14.586212,49.002641],[14.584666,48.990344]]]}",535761,Jivno,376
"{""type"":""Polygon"",""coordinates"":[[[17.443299,49.70896],[17.436367,49.702567],[17.412061,49.697031],[17.4037,49.692479],[17.390649,49.698122],[17.368967,49.696117],[17.359233,49.698337],[17.360901,49.713374],[17.357189,49.71739],[17.384144,49.729118],[17.409059,49.725728],[17.413613,49.72006],[17.412595,49.715987],[17.423474,49.711346],[17.443299,49.70896]]]}",503142,Jívová,592
"{""type"":""Polygon"",""coordinates"":[[[16.049844,49.411389],[16.054172,49.418409],[16.07026,49.424346],[16.080737,49.416389],[16.09287,49.419486],[16.106562,49.414044],[16.107759,49.419731],[16.122058,49.416612],[16.121886,49.416134],[16.127082,49.409934],[16.11605,49.401325],[16.103863,49.405072],[16.092544,49.398432],[16.07509,49.403326],[16.075249,49.409059],[16.067127,49.414124],[16.049844,49.411389]]]}",595802,Jívoví,289
"{""type"":""Polygon"",""coordinates"":[[[14.997663,50.240455],[14.981892,50.244428],[14.977447,50.251634],[14.982429,50.262996],[14.978963,50.26587],[14.989746,50.273493],[14.995161,50.264954],[15.007124,50.258061],[15.015681,50.259966],[15.024468,50.253659],[15.003866,50.255976],[14.997663,50.240455]]]}",537268,Jizbice,383
"{""type"":""Polygon"",""coordinates"":[[[14.811886,50.349873],[14.829015,50.367803],[14.839431,50.38182],[14.84132,50.381016],[14.843369,50.380475],[14.85446,50.37705],[14.85509,50.376801],[14.855146,50.376754],[14.855411,50.376654],[14.85756,50.373359],[14.858382,50.373367],[14.864087,50.371807],[14.864322,50.371746],[14.864465,50.371709],[14.864603,50.371643],[14.864662,50.37159],[14.864895,50.371303],[14.864899,50.371275],[14.865194,50.370803],[14.865298,50.369254],[14.858809,50.352669],[14.825204,50.357068],[14.818718,50.34905],[14.811886,50.349873]]]}",566039,Jizerní Vtelno,334
"{""type"":""Polygon"",""coordinates"":[[[17.01051,48.854874],[17.029269,48.84233],[17.018654,48.83855],[17.023709,48.832697],[17.01685,48.828889],[17.008246,48.827107],[17.000527,48.831474],[16.977147,48.854746],[16.984744,48.860593],[17.000401,48.851606],[17.01051,48.854874]]]}",586234,Josefov (HO),430
"{""type"":""Polygon"",""coordinates"":[[[12.575576,50.227466],[12.585767,50.22463],[12.579953,50.218027],[12.590195,50.220358],[12.597787,50.212322],[12.598094,50.202738],[12.580779,50.193211],[12.571352,50.199587],[12.55548,50.200974],[12.552398,50.204125],[12.560627,50.212115],[12.551231,50.211463],[12.558431,50.217855],[12.556251,50.226511],[12.575576,50.227466]]]}",511587,Josefov (SO),383
"{""type"":""Polygon"",""coordinates"":[[[15.26122,50.767565],[15.248063,50.772929],[15.237877,50.762593],[15.232341,50.771445],[15.204055,50.770098],[15.192011,50.776412],[15.199241,50.783097],[15.195939,50.791305],[15.180572,50.796157],[15.181321,50.791886],[15.166254,50.797004],[15.165962,50.80224],[15.166316,50.807112],[15.18511,50.809151],[15.19374,50.813178],[15.204333,50.812551],[15.222396,50.822022],[15.231898,50.826971],[15.241155,50.799391],[15.241384,50.789472],[15.258427,50.777229],[15.26122,50.767565]]]}",563633,Josefův Důl (JN),897
"{""type"":""Polygon"",""coordinates"":[[[14.89078,50.458306],[14.904156,50.455703],[14.896664,50.449541],[14.891856,50.445423],[14.89078,50.458306]]]}",529613,Josefův Důl (MB),438
"{""type"":""Polygon"",""coordinates"":[[[15.442407,50.41564],[15.442502,50.40839],[15.438276,50.405903],[15.434133,50.396069],[15.416737,50.406073],[15.41219,50.405785],[15.401473,50.401886],[15.394136,50.409585],[15.419558,50.413779],[15.416842,50.418031],[15.442407,50.41564]]]}",549312,Kacákova Lhota,170
"{""type"":""Polygon"",""coordinates"":[[[15.128146,50.545185],[15.129216,50.550937],[15.142262,50.553063],[15.137081,50.559035],[15.155316,50.563948],[15.16542,50.561673],[15.172557,50.553053],[15.182113,50.549016],[15.17645,50.540631],[15.158419,50.540666],[15.147316,50.54426],[15.128146,50.545185]]]}",577201,Kacanovy,209
"{""type"":""Polygon"",""coordinates"":[[[13.52434,49.882429],[13.528534,49.877011],[13.524147,49.866776],[13.504144,49.863815],[13.502145,49.868781],[13.482724,49.878527],[13.495971,49.884984],[13.499478,49.880276],[13.52434,49.882429]]]}",558991,Kaceřov (PS),150
"{""type"":""Polygon"",""coordinates"":[[[12.488545,50.133833],[12.485189,50.148914],[12.494885,50.157315],[12.511289,50.159966],[12.513542,50.149782],[12.52737,50.150754],[12.530937,50.145156],[12.51438,50.138512],[12.505648,50.134103],[12.488545,50.133833]]]}",560421,Kaceřov (SO),442
"{""type"":""Polygon"",""coordinates"":[[[15.053877,49.771167],[15.058387,49.764633],[15.046671,49.766518],[15.035092,49.760826],[15.015739,49.758485],[15.018621,49.765633],[15.005866,49.76984],[15.005155,49.774627],[14.994056,49.773063],[15.000947,49.778826],[15.00344,49.789522],[15.007526,49.787909],[15.020299,49.79451],[15.015737,49.808767],[15.029077,49.813973],[15.04743,49.808226],[15.049772,49.811153],[15.052011,49.806448],[15.037422,49.796664],[15.018386,49.791826],[15.028897,49.784659],[15.040808,49.771369],[15.053877,49.771167]]]}",534129,Kácov,803
"{""type"":""Polygon"",""coordinates"":[[[14.019922,50.166604],[14.022343,50.158051],[14.00688,50.153456],[13.990098,50.152718],[13.980816,50.158653],[13.966189,50.163369],[13.978981,50.173714],[13.993181,50.174838],[14.01253,50.170969],[14.007565,50.165759],[14.019922,50.166604]]]}",532444,Kačice,1 225
"{""type"":""Polygon"",""coordinates"":[[[15.057841,49.087479],[15.06437,49.098933],[15.070586,49.101954],[15.063537,49.109134],[15.07315,49.119238],[15.084708,49.119045],[15.096832,49.113919],[15.110431,49.115602],[15.107603,49.102236],[15.097096,49.092594],[15.086585,49.090602],[15.080022,49.094483],[15.070857,49.084565],[15.059442,49.081162],[15.057841,49.087479]]]}",562491,Kačlehy,104
"{""type"":""Polygon"",""coordinates"":[[[13.299197,50.423894],[13.296051,50.41985],[13.319751,50.405637],[13.336261,50.40307],[13.346536,50.399237],[13.34993,50.403252],[13.362102,50.400898],[13.373161,50.390484],[13.363151,50.373782],[13.365797,50.370911],[13.354613,50.364906],[13.355717,50.355135],[13.344647,50.360506],[13.33419,50.366806],[13.32369,50.367518],[13.306815,50.374271],[13.299909,50.37275],[13.295363,50.360559],[13.291913,50.365988],[13.277748,50.363507],[13.284281,50.35351],[13.27935,50.344419],[13.270297,50.342863],[13.273427,50.333003],[13.264564,50.33166],[13.25293,50.327035],[13.237528,50.32549],[13.222224,50.35257],[13.229701,50.362987],[13.221246,50.365588],[13.222302,50.379898],[13.233733,50.377079],[13.248432,50.379857],[13.25417,50.386263],[13.243546,50.392525],[13.250986,50.408608],[13.240877,50.416081],[13.237116,50.424189],[13.247239,50.426379],[13.23721,50.441985],[13.240377,50.443148],[13.255523,50.443817],[13.262795,50.430437],[13.287534,50.425222],[13.292312,50.420704],[13.299197,50.423894]]]}",563102,Kadaň,18 246
"{""type"":""Polygon"",""coordinates"":[[[14.668979,50.409821],[14.676356,50.416332],[14.691031,50.415684],[14.709041,50.408765],[14.720358,50.404473],[14.722777,50.402058],[14.712214,50.388677],[14.700493,50.392694],[14.695979,50.385953],[14.690928,50.392805],[14.668979,50.409821]]]}",531774,Kadlín,146
"{""type"":""Polygon"",""coordinates"":[[[16.142717,49.381667],[16.154993,49.391255],[16.159725,49.391226],[16.160189,49.381586],[16.157688,49.369822],[16.16544,49.367465],[16.153071,49.35939],[16.124941,49.364645],[16.114597,49.363476],[16.114531,49.368396],[16.128902,49.372824],[16.142717,49.381667]]]}",595811,Kadolec,171
"{""type"":""Polygon"",""coordinates"":[[[13.759202,49.404541],[13.767999,49.42614],[13.77787,49.433565],[13.790559,49.435296],[13.792066,49.43585],[13.789993,49.427284],[13.804418,49.426708],[13.811405,49.417042],[13.822356,49.413977],[13.825758,49.407423],[13.835427,49.41062],[13.847647,49.405792],[13.842469,49.40348],[13.835664,49.398696],[13.826088,49.398851],[13.818604,49.400196],[13.802941,49.39191],[13.804083,49.383846],[13.78886,49.384042],[13.775653,49.379253],[13.763852,49.388019],[13.759202,49.404541]]]}",551180,Kadov (ST),377
"{""type"":""Polygon"",""coordinates"":[[[16.293257,48.994369],[16.308387,48.985355],[16.302255,48.977426],[16.2908,48.967506],[16.267529,48.969607],[16.268308,48.978733],[16.275005,48.987544],[16.284428,48.995802],[16.293257,48.994369]]]}",594237,Kadov (ZN),154
"{""type"":""Polygon"",""coordinates"":[[[16.093378,49.634904],[16.095967,49.629778],[16.087898,49.62438],[16.085249,49.628612],[16.060108,49.624556],[16.06158,49.639474],[16.050497,49.647503],[16.052709,49.651818],[16.085316,49.641508],[16.093378,49.634904]]]}",595829,Kadov (ZR),156
"{""type"":""Polygon"",""coordinates"":[[[14.24823,48.879574],[14.266084,48.877102],[14.286672,48.862323],[14.298174,48.861462],[14.299112,48.855217],[14.308015,48.846907],[14.306461,48.839281],[14.277832,48.839032],[14.274232,48.829284],[14.290308,48.825964],[14.294009,48.818171],[14.287005,48.815563],[14.28709,48.807319],[14.294075,48.803185],[14.287835,48.795854],[14.267842,48.775741],[14.242704,48.770187],[14.228752,48.77456],[14.217981,48.785205],[14.212202,48.784439],[14.200602,48.799268],[14.209899,48.804919],[14.204556,48.814625],[14.207417,48.822053],[14.220967,48.827841],[14.224679,48.823207],[14.2396,48.820714],[14.243143,48.824422],[14.228967,48.839519],[14.243242,48.839584],[14.245514,48.847075],[14.236783,48.851592],[14.24657,48.857188],[14.254688,48.867548],[14.24823,48.879574]]]}",545554,Kájov,1 857
"{""type"":""Polygon"",""coordinates"":[[[13.635663,49.662568],[13.625554,49.662268],[13.616413,49.672764],[13.616386,49.672846],[13.623886,49.676907],[13.6377,49.675308],[13.635663,49.662568]]]}",579017,Kakejcov,97
"{""type"":""Polygon"",""coordinates"":[[[13.279634,50.53364],[13.260128,50.552149],[13.256449,50.563399],[13.23637,50.571397],[13.23317,50.57918],[13.247609,50.58711],[13.256028,50.595488],[13.260116,50.592317],[13.278811,50.593069],[13.291194,50.57503],[13.305174,50.579548],[13.323291,50.581213],[13.323012,50.597402],[13.319401,50.602111],[13.325004,50.608621],[13.334899,50.606875],[13.337645,50.612725],[13.364361,50.618116],[13.366912,50.598571],[13.375551,50.592751],[13.392062,50.580839],[13.398589,50.581463],[13.412495,50.574767],[13.409284,50.570918],[13.395858,50.571794],[13.391785,50.567805],[13.37828,50.574668],[13.369049,50.57149],[13.379707,50.568912],[13.381346,50.55879],[13.36614,50.565655],[13.355018,50.561662],[13.33635,50.564645],[13.338988,50.551602],[13.314364,50.55252],[13.302926,50.545798],[13.29737,50.536155],[13.279634,50.53364]]]}",563111,Kalek,233
"{""type"":""Polygon"",""coordinates"":[[[13.698413,49.278765],[13.700206,49.279984],[13.712724,49.276741],[13.729214,49.279398],[13.733273,49.272429],[13.732914,49.266258],[13.726199,49.25842],[13.710127,49.258842],[13.707914,49.257961],[13.698413,49.278765]]]}",536946,Kalenice,85
"{""type"":""Polygon"",""coordinates"":[[[15.423901,49.499185],[15.432619,49.491861],[15.44493,49.486011],[15.464732,49.483475],[15.458296,49.470817],[15.442821,49.468945],[15.444631,49.47139],[15.424489,49.484055],[15.424516,49.490615],[15.415557,49.493956],[15.423901,49.499185]]]}",587320,Kalhov,129
"{""type"":""Polygon"",""coordinates"":[[[15.284024,49.221887],[15.278881,49.229358],[15.269666,49.232725],[15.277599,49.240761],[15.288704,49.237837],[15.294523,49.249026],[15.303698,49.254006],[15.313768,49.254671],[15.314463,49.248246],[15.343019,49.241708],[15.349524,49.233335],[15.342671,49.231626],[15.309213,49.234301],[15.305377,49.230909],[15.284982,49.228105],[15.284024,49.221887]]]}",587338,Kaliště (JI),157
"{""type"":""Polygon"",""coordinates"":[[[15.272955,49.574468],[15.285996,49.581424],[15.289417,49.58921],[15.278998,49.594607],[15.26643,49.61226],[15.276626,49.609832],[15.298411,49.618754],[15.30688,49.61455],[15.324862,49.614799],[15.316665,49.59912],[15.327827,49.592953],[15.315984,49.58573],[15.308801,49.576723],[15.305008,49.578868],[15.293277,49.571862],[15.285926,49.578204],[15.272955,49.574468]]]}",548090,Kaliště (PE),353
"{""type"":""Polygon"",""coordinates"":[[[14.746026,49.884209],[14.741314,49.888591],[14.758704,49.900537],[14.773633,49.89821],[14.781104,49.885131],[14.779549,49.873995],[14.760874,49.872574],[14.748688,49.880425],[14.746026,49.884209]]]}",538281,Kaliště (PY),327
"{""type"":""Polygon"",""coordinates"":[[[13.845496,50.212379],[13.850142,50.205274],[13.839406,50.201178],[13.820788,50.199742],[13.802033,50.204384],[13.805192,50.214021],[13.816789,50.214689],[13.834223,50.21504],[13.845496,50.212379]]]}",565440,Kalivody,100
"{""type"":""Polygon"",""coordinates"":[[[16.352033,49.37668],[16.341552,49.382655],[16.335457,49.388804],[16.344655,49.393656],[16.347492,49.39564],[16.371781,49.386104],[16.377065,49.37744],[16.373221,49.370564],[16.352033,49.37668]]]}",595837,Kaly,283
"{""type"":""Polygon"",""coordinates"":[[[14.863247,49.609664],[14.861261,49.596761],[14.868859,49.591612],[14.865445,49.58702],[14.855061,49.58777],[14.842622,49.580353],[14.82065,49.591732],[14.813821,49.60235],[14.808522,49.602291],[14.807422,49.606081],[14.819797,49.608579],[14.825782,49.615599],[14.836863,49.615348],[14.839897,49.620596],[14.853812,49.615731],[14.8531,49.610328],[14.863247,49.609664]]]}",531031,Kamberk,140
"{""type"":""Polygon"",""coordinates"":[[[14.253999,50.817089],[14.263148,50.812508],[14.279629,50.809937],[14.275579,50.806659],[14.259721,50.806977],[14.254472,50.802266],[14.24728,50.814931],[14.253999,50.817089]]]}",546453,Kámen (DC),252
"{""type"":""Polygon"",""coordinates"":[[[15.497251,49.732649],[15.501845,49.733337],[15.513543,49.745146],[15.534158,49.736056],[15.554185,49.734832],[15.559303,49.730689],[15.556993,49.721892],[15.550192,49.71695],[15.537715,49.716946],[15.531219,49.706073],[15.523709,49.702717],[15.510981,49.710149],[15.503729,49.718438],[15.505698,49.725558],[15.497251,49.732649]]]}",568821,Kámen (HB),382
"{""type"":""Polygon"",""coordinates"":[[[15.032645,49.416154],[15.022415,49.417388],[15.007227,49.412534],[14.999035,49.41437],[15.001819,49.424554],[14.997887,49.429352],[15.002928,49.433154],[15.017516,49.433299],[15.019557,49.444542],[15.014019,49.449236],[15.034031,49.444555],[15.048808,49.431212],[15.046891,49.430803],[15.041099,49.426571],[15.030589,49.431098],[15.035774,49.423786],[15.032645,49.416154]]]}",548103,Kámen (PE),266
"{""type"":""Polygon"",""coordinates"":[[[13.576906,49.881993],[13.59795,49.886269],[13.606417,49.881472],[13.607162,49.875346],[13.598229,49.873307],[13.592778,49.878399],[13.58673,49.874383],[13.576906,49.881993]]]}",566811,Kamenec,64
"{""type"":""Polygon"",""coordinates"":[[[16.216096,49.728368],[16.2386,49.732959],[16.23727,49.735507],[16.240046,49.735992],[16.254797,49.688217],[16.236857,49.683877],[16.218599,49.723402],[16.216096,49.728368]]]}",578207,Kamenec u Poličky,543
"{""type"":""Polygon"",""coordinates"":[[[15.742669,49.344144],[15.737163,49.351226],[15.750181,49.356329],[15.755509,49.366042],[15.755355,49.38524],[15.760979,49.38953],[15.769235,49.391096],[15.772727,49.406042],[15.777707,49.411461],[15.785054,49.413796],[15.797724,49.411751],[15.79501,49.406388],[15.804992,49.405792],[15.800316,49.395014],[15.802553,49.388763],[15.818065,49.393252],[15.816097,49.38895],[15.826325,49.379464],[15.835306,49.362362],[15.849967,49.357721],[15.851162,49.353103],[15.838037,49.357188],[15.823182,49.348924],[15.827222,49.345422],[15.812108,49.345278],[15.805001,49.340776],[15.785581,49.352361],[15.773194,49.349216],[15.767928,49.338806],[15.766005,49.345568],[15.753653,49.336615],[15.752804,49.344851],[15.742669,49.344144]]]}",587346,Kamenice (JI),1 950
